query_image_path,query_grid_x,query_grid_y,top1_bank_image_path,top1_bank_grid_x,top1_bank_grid_y,top1_sim,top1_dx,top1_dy,top1_manhattan_dist,top1_euclidean_dist,top1_is_strict_match,top1_is_match_tol1,hit_rank_tol1,topk_candidates
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y0_id4fe71d02.jpg,0,0,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_idd7f104fc.jpg,1,0,0.7333863973617554,1,0,1,1.0,False,True,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_idd7f104fc.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.7333863973617554, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.7265453934669495, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.7095033526420593, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y0_id8900e36e.jpg,0,0,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_idd7f104fc.jpg,1,0,0.7302984595298767,1,0,1,1.0,False,True,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_idd7f104fc.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.7302984595298767, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.7198398113250732, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.7124338746070862, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y1_ide20ac2c0.jpg,0,1,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_idbe12f56f.jpg,0,1,0.6800408363342285,0,0,0,0.0,True,True,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_idbe12f56f.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.6800408363342285, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.6779572367668152, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y2_id1a707d35.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 2, ""sim"": 0.6732566356658936, ""dx"": 1, ""dy"": 1, ""manhattan_dist"": 2, ""euclidean_dist"": 1.4142135623730951, ""is_strict_match"": false, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y1_idfb173f1c.jpg,0,1,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y2_id1a707d35.jpg,1,2,0.6990227699279785,1,1,2,1.4142135623730951,False,True,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y2_id1a707d35.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 2, ""sim"": 0.6990227699279785, ""dx"": 1, ""dy"": 1, ""manhattan_dist"": 2, ""euclidean_dist"": 1.4142135623730951, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id8ece7d3c.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.688288688659668, ""dx"": 0, ""dy"": 1, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y2_id81b61f8d.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 2, ""sim"": 0.6865190863609314, ""dx"": 1, ""dy"": 1, ""manhattan_dist"": 2, ""euclidean_dist"": 1.4142135623730951, ""is_strict_match"": false, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y2_id9fc4a95b.jpg,0,2,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id143cb9fb.jpg,0,2,0.759588897228241,0,0,0,0.0,True,True,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id143cb9fb.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.759588897228241, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_ida8cdb826.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.7571449875831604, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id8ece7d3c.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.7566513419151306, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y2_idb2847530.jpg,0,2,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id143cb9fb.jpg,0,2,0.7518152594566345,0,0,0,0.0,True,True,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id143cb9fb.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.7518152594566345, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id8ece7d3c.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.7471126317977905, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_ida8cdb826.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.7454833388328552, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x1_y0_id354b9e2f.jpg,1,0,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_idd7f104fc.jpg,1,0,0.6800352334976196,0,0,0,0.0,True,True,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_idd7f104fc.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.6800352334976196, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x2_y0_id4f8a17fd.jpg"", ""bank_grid_x"": 2, ""bank_grid_y"": 0, ""sim"": 0.6772621870040894, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.6764083504676819, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x1_y0_id807bed48.jpg,1,0,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_idd7f104fc.jpg,1,0,0.7144006490707397,0,0,0,0.0,True,True,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_idd7f104fc.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.7144006490707397, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.7134700417518616, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y0_ide938d2bd.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 0, ""sim"": 0.6887001991271973, ""dx"": -1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x1_y1_id6f9af608.jpg,1,1,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y2_id1a707d35.jpg,1,2,0.7618911266326904,0,1,1,1.0,False,True,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y2_id1a707d35.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 2, ""sim"": 0.7618911266326904, ""dx"": 0, ""dy"": 1, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y2_id81b61f8d.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 2, ""sim"": 0.7541508674621582, ""dx"": 0, ""dy"": 1, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y2_id415c9d44.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 2, ""sim"": 0.7274611592292786, ""dx"": 0, ""dy"": 1, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x1_y1_id7f58cfd0.jpg,1,1,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg,0,1,0.7368210554122925,-1,0,1,1.0,False,True,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.7368210554122925, ""dx"": -1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y2_id1a707d35.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 2, ""sim"": 0.7342376112937927, ""dx"": 0, ""dy"": 1, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x2_y1_idfab89cf0.jpg"", ""bank_grid_x"": 2, ""bank_grid_y"": 1, ""sim"": 0.7319383025169373, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}]"
