query_image_path,query_grid_x,query_grid_y,top1_bank_image_path,top1_bank_grid_x,top1_bank_grid_y,top1_sim,top1_dx,top1_dy,top1_manhattan_dist,top1_euclidean_dist,top1_is_strict_match,top1_is_match_tol1,hit_rank_strict,hit_rank_tol1,topk_candidates
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y0_id4fe71d02.jpg,0,0,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg,1,0,0.850816547870636,1,0,1,1.0,False,True,2,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.850816547870636, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y0_ide938d2bd.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 0, ""sim"": 0.8376664519309998, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y0_idd525fc7b.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 0, ""sim"": 0.8371524810791016, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y0_id8900e36e.jpg,0,0,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg,1,0,0.8508824706077576,1,0,1,1.0,False,True,3,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.8508824706077576, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.8363569378852844, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y0_idd525fc7b.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 0, ""sim"": 0.831670343875885, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y1_ide20ac2c0.jpg,0,1,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_idbe12f56f.jpg,0,1,0.8167104125022888,0,0,0,0.0,True,True,1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_idbe12f56f.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.8167104125022888, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id94160a33.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.8120042681694031, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id524bc9d4.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.8071691989898682, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y1_idfb173f1c.jpg,0,1,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id94160a33.jpg,0,1,0.8338150382041931,0,0,0,0.0,True,True,1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_id94160a33.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.8338150382041931, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y1_idbe12f56f.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 1, ""sim"": 0.8277148604393005, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y1_ide3889e2a.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 1, ""sim"": 0.823265790939331, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y2_id9fc4a95b.jpg,0,2,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y2_id1a707d35.jpg,1,2,0.8329773545265198,1,0,1,1.0,False,True,2,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y2_id1a707d35.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 2, ""sim"": 0.8329773545265198, ""dx"": 1, ""dy"": 0, ""manhattan_dist"": 1, ""euclidean_dist"": 1.0, ""is_strict_match"": false, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id143cb9fb.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.8329124450683594, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id8ece7d3c.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.8320616483688354, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x0_y2_idb2847530.jpg,0,2,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id143cb9fb.jpg,0,2,0.823819637298584,0,0,0,0.0,True,True,1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id143cb9fb.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.823819637298584, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_ida8cdb826.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.8215242624282837, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x0_y2_id8ece7d3c.jpg"", ""bank_grid_x"": 0, ""bank_grid_y"": 2, ""sim"": 0.8199906945228577, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x1_y0_id354b9e2f.jpg,1,0,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg,1,0,0.8340986967086792,0,0,0,0.0,True,True,1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.8340986967086792, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_idd7f104fc.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.8214043378829956, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.8175884485244751, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x1_y0_id807bed48.jpg,1,0,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg,1,0,0.8303886651992798,0,0,0,0.0,True,True,1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_ide535a2b4.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.8303886651992798, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_idd7f104fc.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.8221150636672974, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y0_id135ef6e5.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 0, ""sim"": 0.819223165512085, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x1_y1_id6f9af608.jpg,1,1,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y1_id95f893b0.jpg,1,1,0.8578628301620483,0,0,0,0.0,True,True,1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y1_id95f893b0.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 1, ""sim"": 0.8578628301620483, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y1_ide3889e2a.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 1, ""sim"": 0.8554083704948425, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y1_idbf9ea838.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 1, ""sim"": 0.8544099926948547, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/QUERY/QUERY_x1_y1_id7f58cfd0.jpg,1,1,/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y1_id95f893b0.jpg,1,1,0.852875292301178,0,0,0,0.0,True,True,1,1,"[{""rank"": 1, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y1_id95f893b0.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 1, ""sim"": 0.852875292301178, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 2, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y1_ide3889e2a.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 1, ""sim"": 0.8515756130218506, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}, {""rank"": 3, ""bank_image_path"": ""/home/choisuhyun/scene_ad_for_patrol_robot/sentrynexcontrol/experiment/grid_data/BANK/BANK_x1_y1_idbf9ea838.jpg"", ""bank_grid_x"": 1, ""bank_grid_y"": 1, ""sim"": 0.8476450443267822, ""dx"": 0, ""dy"": 0, ""manhattan_dist"": 0, ""euclidean_dist"": 0.0, ""is_strict_match"": true, ""is_match_tol1"": true}]"
